time_s,bpm,ax,ay,az,gx,gy,gz,temp,motion,ts_ms
11.856,0,-0.002,0.002,1.11,-0.3,-0.1,0.6,26.2,0,4068
11.860,0,-0.003,0.005,1.112,-0.3,-0.1,0.6,26.2,0,4078
11.988,0,-0.003,0.004,1.109,-0.3,-0.2,0.6,26.2,0,4088
11.989,0,-0.003,0.004,1.109,-0.3,-0.2,0.6,26.2,0,4098
11.990,0,-0.001,0.0,1.108,-0.3,-0.2,0.6,26.2,0,4108
11.991,0,0.001,0.001,1.11,-0.4,-0.2,0.6,26.2,0,4118
11.992,0,-0.002,0.0,1.108,-0.3,-0.1,0.6,26.2,0,4128
11.993,0,-0.001,0.006,1.11,-0.2,-0.2,0.6,26.2,0,4138
11.994,0,-0.002,0.003,1.114,-0.2,-0.1,0.5,26.2,0,4148
11.995,0,-0.001,0.0,1.11,-0.1,-0.1,0.5,26.2,0,4158
11.996,0,-0.0,0.001,1.112,-0.0,-0.2,0.5,26.2,0,4168
11.997,0,0.0,0.002,1.112,0.0,-0.2,0.6,26.2,0,4178
11.998,0,-0.001,0.002,1.109,-0.0,-0.1,0.6,26.2,0,4188
12.129,0,-0.001,0.002,1.109,-0.0,-0.1,0.6,26.2,0,4200
12.130,0,-0.001,0.002,1.109,-0.0,-0.1,0.6,26.2,0,4210
12.131,0,-0.001,0.002,1.109,-0.0,-0.1,0.6,26.2,0,4220
12.132,0,-0.001,0.002,1.109,-0.0,-0.1,0.6,26.2,0,4230
12.133,0,-0.001,0.002,1.109,-0.0,-0.1,0.6,26.2,0,4240
12.134,0,-0.001,0.002,1.109,-0.0,-0.1,0.6,26.2,0,4250
12.135,0,-0.001,0.002,1.109,-0.0,-0.1,0.6,26.2,0,4260
12.135,0,-0.001,0.002,1.109,-0.0,-0.1,0.6,26.2,0,4270
12.136,0,-0.001,0.002,1.109,-0.0,-0.1,0.6,26.2,0,4280
12.137,0,0.002,0.003,1.111,-0.2,-0.1,0.7,26.2,0,4292
12.140,0,-0.001,0.002,1.111,-0.2,-0.1,0.6,26.2,0,4298
12.266,0,-0.003,0.003,1.114,-0.2,-0.2,0.6,26.2,0,4308
12.267,0,-0.001,-0.002,1.111,-0.0,-0.2,0.6,26.2,0,4318
12.268,0,0.001,-0.0,1.11,0.0,-0.3,0.6,26.2,0,4328
12.269,0,-0.002,0.003,1.111,-0.0,-0.2,0.6,26.2,0,4338
12.270,0,-0.003,0.004,1.109,-0.0,-0.2,0.5,26.2,0,4348
12.271,0,-0.002,0.003,1.111,-0.1,-0.2,0.6,26.2,0,4358
12.272,0,-0.001,0.001,1.108,-0.1,-0.2,0.6,26.2,0,4368
12.273,0,-0.001,0.005,1.112,0.0,-0.2,0.6,26.2,0,4378
12.273,0,0.0,0.003,1.111,0.0,-0.2,0.6,26.2,0,4388
12.274,0,-0.007,0.002,1.108,0.0,-0.2,0.6,26.2,0,4398
12.276,0,-0.003,0.003,1.11,0.0,-0.2,0.6,26.2,0,4408
12.277,0,-0.002,0.005,1.106,0.0,-0.2,0.7,26.2,0,4418
12.278,0,-0.001,0.004,1.109,0.0,-0.1,0.6,26.2,0,4428
12.279,0,-0.003,0.003,1.11,-0.2,-0.1,0.6,26.2,0,4438
12.280,0,0.0,0.003,1.111,-0.1,-0.1,0.6,26.2,0,4448
12.281,0,0.0,0.003,1.112,-0.2,-0.1,0.6,26.2,0,4458
12.281,0,-0.003,0.003,1.112,-0.1,-0.1,0.7,26.2,0,4468
12.282,0,-0.004,0.003,1.109,-0.0,-0.2,0.6,26.2,0,4478
12.283,0,-0.002,0.0,1.109,-0.1,-0.2,0.6,26.2,0,4488
12.284,0,-0.006,0.003,1.11,-0.1,-0.1,0.6,26.2,0,4498
12.287,0,-0.005,0.002,1.109,-0.2,-0.2,0.6,26.2,0,4508
12.422,0,-0.002,0.003,1.108,-0.2,-0.2,0.6,26.2,0,4518
12.423,0,-0.003,0.001,1.114,-0.2,-0.2,0.6,26.2,0,4528
12.423,0,-0.001,0.004,1.108,-0.1,-0.2,0.6,26.2,0,4538
12.424,0,-0.001,0.003,1.108,-0.1,-0.1,0.6,26.2,0,4548
12.425,0,0.001,0.002,1.109,-0.3,-0.2,0.6,26.2,0,4558
12.426,0,-0.003,-0.001,1.112,-0.3,-0.2,0.7,26.2,0,4568
12.427,0,-0.002,0.0,1.11,-0.2,-0.2,0.7,26.2,0,4578
12.428,0,-0.002,0.006,1.108,-0.3,-0.2,0.8,26.2,0,4588
12.429,0,-0.0,0.002,1.11,-0.5,-0.2,0.6,26.2,0,4598
12.430,0,-0.003,0.003,1.11,-0.5,-0.2,0.6,26.2,0,4608
12.431,0,-0.002,0.004,1.112,-0.4,-0.2,0.6,26.2,0,4618
12.432,0,-0.004,0.006,1.111,-0.4,-0.1,0.6,26.2,0,4628
12.433,0,-0.002,0.002,1.11,-0.3,-0.1,0.6,26.2,0,4638
12.434,0,-0.003,0.0,1.11,-0.4,-0.1,0.6,26.2,0,4648
12.436,0,-0.001,0.001,1.112,-0.4,-0.2,0.7,26.2,0,4658
12.567,0,-0.003,0.002,1.113,-0.3,-0.2,0.6,26.2,0,4668
12.568,0,-0.001,0.002,1.11,-0.2,-0.2,0.6,26.2,0,4678
12.569,0,0.0,0.004,1.113,-0.1,-0.1,0.6,26.2,0,4688
12.572,0,0.0,0.004,1.113,-0.1,-0.1,0.6,26.2,0,4700
12.717,0,0.0,0.004,1.113,-0.1,-0.1,0.6,26.2,0,4710
12.718,0,0.0,0.004,1.113,-0.1,-0.1,0.6,26.2,0,4720
12.719,0,0.0,0.004,1.113,-0.1,-0.1,0.6,26.2,0,4730
12.720,0,0.0,0.004,1.113,-0.1,-0.1,0.6,26.2,0,4740
12.721,0,0.0,0.004,1.113,-0.1,-0.1,0.6,26.2,0,4750
12.722,0,0.0,0.004,1.113,-0.1,-0.1,0.6,26.2,0,4760
12.723,0,0.0,0.004,1.113,-0.1,-0.1,0.6,26.2,0,4770
12.724,0,0.0,0.004,1.113,-0.1,-0.1,0.6,26.2,0,4780
12.725,0,-0.002,0.003,1.109,0.1,-0.1,0.7,26.2,0,4792
12.727,0,-0.003,0.003,1.109,0.1,-0.1,0.7,26.2,0,4798
12.728,0,-0.001,0.0,1.109,-0.0,-0.1,0.7,26.2,0,4808
12.729,0,-0.001,0.002,1.109,-0.1,-0.2,0.7,26.2,0,4818
12.730,0,-0.004,0.003,1.108,-0.1,-0.2,0.7,26.2,0,4828
12.731,0,-0.002,0.004,1.109,-0.1,-0.2,0.7,26.2,0,4838
12.732,0,-0.002,0.005,1.113,-0.2,-0.2,0.7,26.2,0,4848
12.733,0,-0.002,0.004,1.11,-0.3,-0.2,0.7,26.2,0,4858
12.734,0,-0.004,0.003,1.115,-0.3,-0.1,0.7,26.2,0,4868
12.736,0,0.001,0.001,1.109,-0.3,-0.1,0.6,26.2,0,4878
12.737,0,0.001,0.001,1.115,-0.3,-0.1,0.6,26.2,0,4888
12.738,0,-0.002,0.003,1.113,-0.3,-0.2,0.5,26.2,0,4898
12.738,0,0.001,0.004,1.112,-0.3,-0.2,0.6,26.2,0,4908
12.739,0,-0.002,0.004,1.11,-0.1,-0.1,0.6,26.2,0,4918
12.740,0,-0.0,0.004,1.109,-0.0,-0.1,0.6,26.2,0,4928
12.741,0,-0.001,0.004,1.108,0.0,-0.1,0.6,26.2,0,4938
12.743,0,-0.003,0.005,1.113,-0.1,-0.1,0.6,26.2,0,4948
12.744,0,-0.002,0.002,1.109,-0.1,-0.1,0.6,26.2,0,4958
12.750,0,-0.002,-0.001,1.109,-0.1,-0.2,0.6,26.2,0,4968
12.885,0,-0.004,0.004,1.109,-0.1,-0.2,0.6,26.2,0,4978
12.886,0,-0.001,0.002,1.109,-0.1,-0.1,0.6,26.2,0,4988
12.887,0,0.0,0.003,1.109,-0.1,-0.1,0.7,26.2,0,5008
12.888,0,-0.002,0.003,1.111,-0.1,-0.1,0.6,26.2,0,5018
12.889,0,-0.001,0.004,1.109,-0.1,-0.2,0.6,26.2,0,5028
12.891,0,0.002,0.004,1.112,-0.1,-0.1,0.6,26.2,0,5038
12.892,0,-0.0,0.001,1.111,-0.2,-0.1,0.7,26.2,0,5048
12.893,0,-0.0,0.003,1.11,-0.2,-0.1,0.6,26.2,0,5058
12.894,0,-0.006,0.003,1.109,-0.2,-0.2,0.6,26.2,0,5068
12.895,0,-0.001,0.005,1.114,-0.2,-0.1,0.6,26.2,0,5078
12.896,0,-0.003,0.003,1.108,-0.2,-0.2,0.6,26.2,0,5088
12.897,0,-0.001,0.003,1.112,-0.3,-0.1,0.6,26.2,0,5098
12.898,0,0.001,0.002,1.111,-0.1,-0.1,0.7,26.2,0,5108
12.899,0,0.002,0.0,1.109,-0.1,-0.2,0.7,26.2,0,5118
13.027,0,0.002,0.001,1.11,-0.1,-0.2,0.7,26.2,0,5128
13.028,0,-0.003,0.003,1.114,-0.0,-0.2,0.7,26.2,0,5138
13.029,0,-0.001,0.002,1.113,0.0,-0.1,0.7,26.2,0,5148
13.030,0,-0.002,0.002,1.112,-0.0,-0.2,0.8,26.2,0,5158
13.031,0,-0.001,0.003,1.113,-0.1,-0.1,0.8,26.2,0,5168
13.032,0,-0.002,-0.001,1.11,-0.1,-0.1,0.8,26.2,0,5178
13.033,0,-0.001,0.003,1.11,-0.2,-0.1,0.7,26.2,0,5188
13.159,0,-0.001,0.003,1.11,-0.2,-0.1,0.7,26.2,0,5200
13.159,0,-0.001,0.003,1.11,-0.2,-0.1,0.7,26.2,0,5210
13.161,0,-0.001,0.003,1.11,-0.2,-0.1,0.7,26.2,0,5220
13.162,0,-0.001,0.003,1.11,-0.2,-0.1,0.7,26.2,0,5230
13.163,0,-0.001,0.003,1.11,-0.2,-0.1,0.7,26.2,0,5240
13.164,0,-0.001,0.003,1.11,-0.2,-0.1,0.7,26.2,0,5250
13.165,0,-0.001,0.003,1.11,-0.2,-0.1,0.7,26.2,0,5260
13.166,0,-0.001,0.003,1.11,-0.2,-0.1,0.7,26.2,0,5270
13.167,0,-0.001,0.003,1.11,-0.2,-0.1,0.7,26.2,0,5280
13.167,0,-0.004,0.003,1.112,-0.2,-0.1,0.7,26.2,0,5292
13.168,0,-0.004,0.003,1.112,-0.2,-0.1,0.7,26.2,0,5298
13.169,0,-0.0,0.003,1.106,-0.2,-0.2,0.7,26.2,0,5308
13.170,0,-0.003,0.003,1.109,-0.2,-0.2,0.7,26.2,0,5318
13.171,0,-0.003,0.003,1.111,-0.3,-0.2,0.6,26.2,0,5328
13.172,0,-0.001,0.002,1.111,-0.4,-0.1,0.6,26.2,0,5338
13.173,0,-0.005,0.004,1.108,-0.3,-0.2,0.7,26.2,0,5348
13.174,0,-0.002,0.004,1.11,-0.2,-0.2,0.6,26.2,0,5358
13.305,0,-0.0,0.005,1.11,-0.3,-0.2,0.6,26.2,0,5368
13.306,0,-0.004,0.005,1.112,-0.4,-0.2,0.6,26.2,0,5378
13.307,0,-0.002,0.0,1.109,-0.3,-0.2,0.6,26.2,0,5388
13.308,0,-0.002,0.002,1.11,-0.3,-0.1,0.5,26.2,0,5398
13.309,0,-0.006,0.003,1.11,-0.1,-0.2,0.6,26.2,0,5408
13.310,0,-0.006,0.003,1.107,-0.2,-0.2,0.6,26.2,0,5418
13.312,0,-0.0,0.003,1.113,-0.1,-0.2,0.6,26.2,0,5428
13.313,0,-0.002,0.003,1.109,-0.1,-0.2,0.6,26.2,0,5438
13.313,0,-0.002,0.002,1.109,-0.2,-0.2,0.6,26.2,0,5448
13.314,0,-0.001,0.002,1.108,-0.2,-0.1,0.6,26.2,0,5458
13.315,0,-0.0,0.005,1.111,-0.1,-0.2,0.6,26.2,0,5468
13.316,0,-0.002,0.004,1.111,-0.1,-0.2,0.6,26.2,0,5478
13.318,0,-0.002,0.002,1.111,-0.1,-0.2,0.6,26.2,0,5488
13.319,0,0.0,0.001,1.112,-0.1,-0.2,0.6,26.2,0,5498
13.320,0,-0.002,0.004,1.106,-0.1,-0.2,0.6,26.2,0,5508
13.321,0,0.001,0.005,1.109,-0.2,-0.2,0.7,26.2,0,5518
13.322,0,0.001,0.002,1.11,-0.2,-0.1,0.6,26.2,0,5528
13.323,0,-0.002,0.003,1.111,-0.3,-0.2,0.6,26.2,0,5538
13.324,0,-0.003,0.003,1.11,-0.3,-0.1,0.6,26.2,0,5548
13.464,0,-0.004,0.002,1.11,-0.2,-0.1,0.6,26.2,0,5558
13.465,0,-0.003,0.002,1.11,-0.2,-0.1,0.6,26.2,0,5568
13.466,0,-0.001,0.001,1.111,-0.2,-0.2,0.7,26.2,0,5578
13.467,0,-0.001,0.004,1.109,-0.3,-0.1,0.7,26.2,0,5588
13.468,0,-0.001,0.002,1.112,-0.3,-0.2,0.7,26.2,0,5598
13.469,0,-0.004,0.004,1.11,-0.3,-0.1,0.6,26.2,0,5608
13.470,0,-0.002,0.002,1.108,-0.2,-0.1,0.6,26.2,0,5618
13.471,0,-0.004,0.002,1.11,-0.2,-0.1,0.7,26.2,0,5628
13.471,0,-0.001,0.002,1.11,-0.1,-0.2,0.6,26.2,0,5638
13.472,0,-0.003,0.004,1.11,-0.0,-0.2,0.6,26.2,0,5648
13.473,0,-0.003,-0.0,1.111,-0.0,-0.2,0.6,26.2,0,5658
13.474,0,-0.005,0.001,1.111,-0.0,-0.2,0.6,26.2,0,5668
13.475,0,-0.002,0.004,1.109,-0.1,-0.2,0.6,26.2,0,5678
13.476,0,-0.001,0.003,1.107,-0.3,-0.2,0.5,26.2,0,5688
13.620,0,-0.001,0.003,1.107,-0.3,-0.2,0.5,26.2,0,5700
13.621,0,-0.001,0.003,1.107,-0.3,-0.2,0.5,26.2,0,5710
13.622,0,-0.001,0.003,1.107,-0.3,-0.2,0.5,26.2,0,5720
13.623,0,-0.001,0.003,1.107,-0.3,-0.2,0.5,26.2,0,5730
13.624,0,-0.001,0.003,1.107,-0.3,-0.2,0.5,26.2,0,5740
13.625,0,-0.001,0.003,1.107,-0.3,-0.2,0.5,26.2,0,5750
13.626,0,-0.001,0.003,1.107,-0.3,-0.2,0.5,26.2,0,5760
13.627,0,-0.001,0.003,1.107,-0.3,-0.2,0.5,26.2,0,5770
13.628,0,-0.001,0.003,1.107,-0.3,-0.2,0.5,26.2,0,5780
13.630,0,-0.003,0.006,1.11,-0.4,-0.1,0.5,26.2,0,5792
13.631,0,-0.001,0.003,1.111,-0.5,-0.1,0.5,26.2,0,5798
13.638,0,-0.002,0.001,1.11,-0.4,-0.1,0.5,26.2,0,5808
13.768,0,-0.005,0.004,1.114,-0.4,-0.2,0.5,26.2,0,5818
13.768,0,-0.002,0.004,1.111,-0.3,-0.2,0.5,26.2,0,5828
13.769,0,-0.001,0.005,1.109,-0.3,-0.1,0.5,26.2,0,5838
13.770,0,-0.001,0.002,1.109,-0.3,-0.2,0.6,26.2,0,5848
13.771,0,-0.002,0.001,1.112,0.1,-0.2,0.6,26.2,0,5858
13.772,0,-0.001,0.003,1.114,0.2,-0.1,0.6,26.2,0,5868
13.773,0,-0.002,0.003,1.107,0.2,-0.2,0.5,26.2,0,5878
13.775,0,-0.001,0.003,1.109,0.1,-0.1,0.6,26.2,0,5888
13.776,0,-0.002,0.003,1.108,-0.0,-0.1,0.6,26.2,0,5898
13.777,0,0.0,0.003,1.11,-0.1,-0.2,0.6,26.2,0,5908
13.779,0,-0.003,0.001,1.112,0.0,-0.2,0.6,26.2,0,5918
13.780,0,-0.003,0.002,1.106,0.0,-0.2,0.6,26.2,0,5928
13.781,0,-0.0,0.002,1.109,-0.1,-0.2,0.6,26.2,0,5938
13.782,0,-0.002,0.002,1.112,-0.0,-0.2,0.6,26.2,0,5948
13.783,0,-0.004,0.003,1.109,-0.1,-0.2,0.6,26.2,0,5958
13.784,0,-0.001,0.002,1.109,-0.2,-0.1,0.6,26.2,0,5968
13.785,0,-0.003,0.003,1.112,-0.2,-0.3,0.3,26.2,0,5978
13.785,0,-0.002,0.003,1.112,-0.2,-0.2,0.3,26.2,0,5988
13.787,0,-0.001,0.002,1.11,-0.3,-0.1,-0.0,26.2,0,6008
13.788,0,-0.0,0.003,1.112,-0.4,-0.1,-0.5,26.2,0,6018
13.920,0,-0.002,0.008,1.115,-0.4,-0.0,-0.4,26.2,0,6028
13.921,0,-0.003,0.003,1.114,-0.3,-0.0,-0.1,26.2,0,6038
13.922,0,-0.001,0.003,1.113,-0.3,-0.1,0.1,26.2,0,6048
