time_s,bpm,ax,ay,az,gx,gy,gz,temp,motion,ts_ms
3.178,0,-0.018,0.024,1.112,-0.0,0.0,-0.0,25.5,0,94898
3.181,0,-0.018,0.023,1.109,-0.0,-0.1,-0.1,25.5,0,94908
3.183,0,-0.016,0.02,1.107,0.1,-0.0,-0.1,25.5,0,94918
3.185,0,-0.013,0.024,1.102,0.0,-0.0,-0.1,25.5,0,94928
3.186,0,-0.018,0.025,1.107,0.1,-0.0,-0.0,25.5,0,94938
3.188,0,-0.017,0.021,1.107,0.0,0.0,-0.0,25.5,0,94948
3.189,0,-0.017,0.022,1.105,0.0,0.0,-0.0,25.5,0,94958
3.191,0,-0.017,0.024,1.102,0.1,0.0,-0.0,25.5,0,94968
3.193,0,-0.017,0.024,1.102,0.1,-0.0,-0.0,25.5,0,94978
3.196,0,-0.017,0.024,1.106,0.0,-0.0,-0.0,25.5,0,94988
3.197,0,-0.016,0.025,1.106,0.0,0.0,-0.0,25.5,0,94998
3.199,0,-0.017,0.022,1.107,0.0,0.0,0.0,25.5,0,95008
3.201,0,-0.015,0.022,1.105,-0.0,0.0,-0.1,25.5,0,95028
3.203,0,-0.017,0.023,1.104,0.0,-0.0,-0.0,25.5,0,95038
3.205,0,-0.016,0.022,1.109,0.1,0.0,-0.0,25.5,0,95048
3.209,0,-0.018,0.021,1.102,0.1,0.0,-0.1,25.5,0,95058
3.212,0,-0.017,0.024,1.103,0.0,0.1,-0.1,25.5,0,95068
3.214,0,-0.018,0.024,1.106,0.1,0.0,-0.1,25.5,0,95078
3.216,0,-0.016,0.025,1.106,0.1,0.1,-0.0,25.5,0,95088
3.218,0,-0.017,0.023,1.108,0.1,-0.0,0.0,25.5,0,95098
3.219,0,-0.017,0.024,1.104,0.1,0.0,0.0,25.5,0,95108
3.220,0,-0.018,0.024,1.107,0.1,0.1,0.0,25.5,0,95118
3.222,0,-0.017,0.024,1.105,0.1,0.1,-0.0,25.5,0,95128
3.223,0,-0.017,0.02,1.106,0.2,0.1,-0.0,25.5,0,95138
3.226,0,-0.016,0.022,1.112,0.2,0.2,-0.0,25.5,0,95148
3.228,0,-0.017,0.024,1.11,0.3,0.1,0.0,25.5,0,95158
3.230,0,-0.017,0.024,1.106,0.4,0.1,-0.1,25.5,0,95168
3.231,0,-0.016,0.026,1.107,0.4,0.2,-0.0,25.5,0,95178
3.233,0,-0.021,0.026,1.108,0.3,0.2,-0.0,25.5,0,95188
3.234,0,-0.021,0.026,1.108,0.3,0.2,-0.0,25.5,0,95200
3.236,0,-0.021,0.026,1.108,0.3,0.2,-0.0,25.5,0,95210
3.237,0,-0.021,0.026,1.108,0.3,0.2,-0.0,25.5,0,95220
3.238,0,-0.021,0.026,1.108,0.3,0.2,-0.0,25.5,0,95230
3.240,0,-0.021,0.026,1.108,0.3,0.2,-0.0,25.5,0,95240
3.243,0,-0.021,0.026,1.108,0.3,0.2,-0.0,25.5,0,95250
3.246,0,-0.021,0.026,1.108,0.3,0.2,-0.0,25.5,0,95260
3.248,0,-0.021,0.026,1.108,0.3,0.2,-0.0,25.5,0,95270
3.249,0,-0.021,0.026,1.108,0.3,0.2,-0.0,25.5,0,95280
3.251,0,-0.018,0.026,1.105,0.3,0.1,-0.0,25.5,0,95292
3.252,0,-0.018,0.025,1.106,0.3,0.1,-0.0,25.5,0,95298
3.253,0,-0.017,0.026,1.106,0.2,0.1,-0.0,25.5,0,95308
3.255,0,-0.018,0.024,1.101,0.3,0.1,-0.0,25.5,0,95318
3.259,0,-0.016,0.023,1.101,0.2,0.1,-0.0,25.5,0,95328
3.262,0,-0.018,0.024,1.105,0.2,0.1,-0.1,25.5,0,95338
3.264,0,-0.02,0.024,1.11,0.2,0.1,-0.1,25.5,0,95348
3.265,0,-0.017,0.023,1.11,0.2,0.1,-0.1,25.5,0,95358
3.266,0,-0.017,0.026,1.107,0.4,0.1,-0.0,25.5,0,95368
3.268,0,-0.016,0.026,1.108,0.4,0.2,0.0,25.5,0,95378
3.270,0,-0.02,0.024,1.111,0.3,0.2,-0.1,25.5,0,95388
3.271,0,-0.016,0.025,1.106,0.4,0.2,-0.0,25.5,0,95398
3.273,0,-0.016,0.024,1.1,0.3,0.1,0.0,25.5,0,95408
3.277,0,-0.018,0.026,1.101,0.3,0.2,-0.1,25.5,0,95418
3.280,0,-0.017,0.024,1.101,0.2,0.1,-0.0,25.5,0,95428
3.281,0,-0.016,0.025,1.108,0.1,0.1,-0.0,25.5,0,95438
3.283,0,-0.015,0.027,1.105,0.1,0.0,-0.0,25.5,0,95448
3.285,0,-0.017,0.024,1.106,0.0,-0.0,-0.0,25.5,0,95458
3.287,0,-0.017,0.026,1.11,-0.0,-0.1,-0.0,25.5,0,95468
3.288,0,-0.014,0.024,1.109,0.0,0.0,-0.0,25.5,0,95478
3.291,0,-0.018,0.025,1.106,0.1,0.0,-0.0,25.5,0,95488
3.293,0,-0.016,0.023,1.106,0.1,-0.0,-0.0,25.5,0,95498
3.296,0,-0.016,0.026,1.103,0.1,0.1,0.0,25.5,0,95508
3.298,0,-0.019,0.025,1.103,0.1,0.0,-0.1,25.5,0,95518
3.299,0,-0.017,0.025,1.108,0.0,-0.0,-0.0,25.5,0,95528
3.301,0,-0.015,0.026,1.103,-0.0,0.0,-0.0,25.5,0,95538
3.303,0,-0.018,0.025,1.104,-0.0,0.1,-0.0,25.5,0,95548
3.305,0,-0.02,0.027,1.105,-0.0,-0.0,-0.0,25.5,0,95558
3.308,0,-0.017,0.027,1.108,0.1,0.0,-0.0,25.5,0,95568
3.311,0,-0.018,0.025,1.106,0.0,-0.0,-0.1,25.5,0,95578
3.314,0,-0.016,0.023,1.107,-0.0,0.0,-0.1,25.5,0,95588
3.316,0,-0.016,0.023,1.107,-0.0,0.0,-0.0,25.5,0,95598
3.319,0,-0.017,0.026,1.107,0.0,-0.0,-0.0,25.5,0,95608
3.321,0,-0.018,0.023,1.108,0.0,0.0,-0.1,25.5,0,95618
3.326,0,-0.016,0.026,1.105,-0.0,-0.1,-0.1,25.5,0,95628
3.330,0,-0.018,0.024,1.107,0.0,-0.0,-0.0,25.5,0,95638
3.333,0,-0.016,0.025,1.105,0.0,-0.0,0.0,25.5,0,95648
3.335,0,-0.016,0.025,1.104,0.1,0.1,-0.0,25.5,0,95658
3.337,0,-0.017,0.024,1.104,0.0,0.0,-0.1,25.5,0,95668
3.338,0,-0.016,0.024,1.106,0.1,-0.0,-0.0,25.5,0,95678
3.339,0,-0.016,0.024,1.106,0.0,0.0,0.0,25.5,0,95688
3.341,0,-0.016,0.024,1.106,0.0,0.0,0.0,25.5,0,95700
3.344,0,-0.016,0.024,1.106,0.0,0.0,0.0,25.5,0,95710
3.345,0,-0.016,0.024,1.106,0.0,0.0,0.0,25.5,0,95720
3.347,0,-0.016,0.024,1.106,0.0,0.0,0.0,25.5,0,95730
3.348,0,-0.016,0.024,1.106,0.0,0.0,0.0,25.5,0,95740
3.349,0,-0.016,0.024,1.106,0.0,0.0,0.0,25.5,0,95750
3.350,0,-0.016,0.024,1.106,0.0,0.0,0.0,25.5,0,95760
3.352,0,-0.016,0.024,1.106,0.0,0.0,0.0,25.5,0,95770
3.353,0,-0.016,0.024,1.106,0.0,0.0,0.0,25.5,0,95780
3.354,0,-0.019,0.023,1.104,-0.1,0.0,-0.1,25.5,0,95792
3.355,0,-0.017,0.028,1.098,0.1,-0.0,-0.0,25.5,0,95797
3.356,0,-0.021,0.026,1.103,-0.2,0.0,-0.0,25.5,0,95808
3.359,0,-0.019,0.025,1.111,-0.1,0.0,-0.0,25.5,0,95818
3.362,0,-0.019,0.026,1.106,0.1,-0.0,-0.1,25.5,0,95828
3.364,0,-0.018,0.023,1.108,0.0,-0.0,-0.0,25.5,0,95838
3.366,0,-0.019,0.021,1.107,0.1,0.0,-0.0,25.5,0,95848
3.368,0,-0.018,0.025,1.11,0.2,-0.0,0.0,25.5,0,95858
3.370,0,-0.017,0.027,1.113,0.4,0.0,-0.1,25.5,0,95868
3.372,0,-0.016,0.024,1.105,0.1,0.1,-0.1,25.5,0,95878
3.376,0,-0.017,0.024,1.104,0.1,0.0,-0.1,25.5,0,95888
3.380,0,-0.015,0.027,1.101,0.4,0.1,-0.1,25.5,0,95898
3.382,0,-0.016,0.025,1.102,0.2,0.1,-0.1,25.5,0,95908
3.384,0,-0.016,0.027,1.106,0.4,0.0,-0.1,25.5,0,95918
3.386,0,-0.019,0.024,1.109,0.2,0.0,-0.0,25.5,0,95928
3.387,0,-0.021,0.026,1.105,0.3,0.1,-0.0,25.5,0,95938
3.388,0,-0.017,0.024,1.109,0.2,0.1,0.0,25.5,0,95948
3.390,0,-0.016,0.029,1.106,0.5,0.1,0.0,25.5,0,95958
3.391,0,-0.018,0.025,1.105,0.5,0.1,-0.0,25.5,0,95968
3.393,0,-0.017,0.028,1.102,0.7,0.1,-0.0,25.5,0,95978
3.395,0,-0.017,0.025,1.105,0.3,0.1,0.0,25.5,0,95988
3.397,0,-0.016,0.029,1.112,0.3,0.1,-0.0,25.5,0,96008
3.399,0,-0.018,0.033,1.099,0.5,0.1,-0.1,25.5,0,96018
3.401,0,-0.019,0.027,1.106,-0.1,0.0,-0.1,25.5,0,96028
3.403,0,-0.018,0.024,1.099,0.0,0.0,-0.0,25.5,0,96038
3.404,0,-0.017,0.026,1.105,0.2,0.1,0.0,25.5,0,96048
3.406,0,-0.02,0.024,1.109,0.2,-0.0,-0.1,25.5,0,96058
3.409,0,-0.019,0.029,1.099,0.5,-0.0,-0.0,25.5,0,96068
3.410,0,-0.018,0.027,1.095,0.3,-0.0,-0.1,25.5,0,96078
3.413,0,-0.017,0.024,1.104,-0.1,-0.2,-0.0,25.5,0,96088
3.415,0,-0.015,0.029,1.105,-0.4,-0.3,0.0,25.5,0,96098
3.417,0,-0.015,0.025,1.104,-0.4,-0.2,0.0,25.5,0,96108
3.419,0,-0.016,0.024,1.107,-0.4,-0.2,0.1,25.5,0,96118
3.421,0,-0.016,0.027,1.1,-0.2,-0.1,-0.0,25.5,0,96128
3.422,0,-0.017,0.022,1.107,-0.5,-0.2,-0.1,25.5,0,96138
3.424,0,-0.015,0.026,1.108,-0.2,-0.1,-0.1,25.5,0,96148
3.429,0,-0.017,0.026,1.111,-0.4,-0.1,-0.1,25.5,0,96158
3.431,0,-0.017,0.031,1.095,0.1,-0.0,-0.1,25.5,0,96168
3.433,0,-0.019,0.022,1.11,-0.6,-0.1,-0.0,25.5,0,96178
3.435,0,-0.018,0.026,1.108,-0.5,-0.3,-0.0,25.5,0,96188
3.436,0,-0.018,0.026,1.108,-0.5,-0.3,-0.0,25.5,0,96200
3.438,0,-0.018,0.026,1.108,-0.5,-0.3,-0.0,25.5,0,96210
3.439,0,-0.018,0.026,1.108,-0.5,-0.3,-0.0,25.5,0,96220
3.442,0,-0.018,0.026,1.108,-0.5,-0.3,-0.0,25.5,0,96230
3.444,0,-0.018,0.026,1.108,-0.5,-0.3,-0.0,25.5,0,96240
3.446,0,-0.018,0.026,1.108,-0.5,-0.3,-0.0,25.5,0,96250
3.447,0,-0.018,0.026,1.108,-0.5,-0.3,-0.0,25.5,0,96260
3.449,0,-0.018,0.026,1.108,-0.5,-0.3,-0.0,25.5,0,96270
3.450,0,-0.018,0.026,1.108,-0.5,-0.3,-0.0,25.5,0,96280
3.451,0,-0.019,0.011,1.103,-0.7,-0.0,4.7,25.5,0,96292
3.452,0,-0.013,0.007,1.111,-0.3,-0.1,5.1,25.5,0,96298
3.453,0,-0.014,0.014,1.107,-0.6,0.1,6.7,25.5,0,96308
3.455,0,-0.019,0.044,1.103,0.9,0.1,7.0,25.5,0,96318
3.457,0,-0.022,0.038,1.093,0.4,0.2,6.6,25.5,0,96328
3.459,0,-0.024,0.028,1.109,-0.7,-0.2,6.0,25.5,0,96338
3.462,0,-0.01,-0.003,1.103,-1.0,-0.1,5.5,25.5,0,96348
3.464,0,-0.012,0.006,1.112,-0.7,-0.0,6.2,25.5,0,96358
3.465,0,-0.011,0.005,1.103,0.1,-0.0,6.8,25.5,0,96368
3.466,0,-0.009,0.012,1.106,0.0,0.1,7.6,25.5,0,96378
3.468,0,-0.014,0.005,1.102,-0.7,0.1,8.5,25.5,0,96388
3.470,0,-0.013,-0.001,1.108,-1.0,0.0,9.2,25.5,0,96398
3.472,0,-0.022,0.02,1.097,-0.4,0.2,10.0,25.5,0,96408
3.473,0,-0.02,0.025,1.107,0.6,0.2,10.1,25.5,0,96418
3.477,0,-0.01,0.024,1.108,0.5,0.4,9.7,25.5,0,96428
3.479,0,-0.016,0.018,1.093,-1.1,0.2,9.8,25.5,0,96438
3.481,0,-0.016,0.032,1.123,-2.2,-0.3,10.1,25.5,0,96448
3.482,0,-0.015,0.038,1.104,-1.2,-0.1,10.0,25.5,0,96458
3.483,0,-0.024,0.04,1.112,-1.0,-0.1,9.3,25.5,0,96468
3.485,0,-0.019,0.044,1.087,-0.3,0.2,8.5,25.5,0,96478
3.486,0,-0.022,0.029,1.099,-1.2,0.2,8.0,25.5,0,96488
3.487,0,-0.015,0.022,1.102,-2.0,-0.2,7.7,25.5,0,96498
3.488,0,-0.009,-0.03,1.106,-7.3,-1.3,8.8,25.5,0,96508
3.490,0,-0.019,-0.018,1.08,-11.8,-2.8,10.9,25.5,0,96518
3.492,0,-0.014,-0.018,1.062,-25.9,-6.9,13.7,25.5,0,96528
3.496,0,0.001,-0.004,1.089,-43.3,-11.9,16.6,25.5,0,96538
3.498,0,0.029,-0.017,1.283,-60.4,-16.3,17.4,25.5,0,96548
3.499,0,0.074,-0.023,1.101,-44.2,-13.4,15.8,25.5,0,96558
3.501,0,0.038,0.006,1.14,-16.3,-7.1,14.0,25.5,0,96568
3.502,0,0.012,-0.023,1.156,-0.9,-0.5,11.9,25.5,0,96578
3.503,0,0.073,-0.046,1.097,-1.6,-3.7,10.0,25.5,0,96588
3.504,0,0.0,-0.04,1.098,-1.1,-1.1,9.5,25.5,0,96598
3.505,0,0.014,-0.009,1.109,-2.0,-2.1,8.1,25.5,0,96608
3.507,0,-0.01,0.017,1.105,-5.7,-2.6,5.7,25.5,0,96618
3.510,0,-0.029,0.02,1.111,-3.5,-1.1,1.3,25.5,0,96628
3.512,0,-0.026,0.027,1.095,-1.7,-1.1,0.1,25.5,0,96638
3.515,0,-0.021,-0.009,1.101,-1.2,-0.2,-0.7,25.5,0,96648
3.517,0,-0.027,0.01,1.112,0.8,-0.6,-0.6,25.5,0,96658
3.519,0,-0.035,0.021,1.11,-0.4,-0.5,-0.7,25.5,0,96668
3.521,0,-0.038,0.031,1.11,0.0,-0.7,-0.1,25.5,0,96678
3.522,0,-0.043,0.021,1.109,0.6,-0.1,0.1,25.5,0,96688
3.525,0,-0.043,0.021,1.109,0.6,-0.1,0.1,25.5,0,96700
3.528,0,-0.043,0.021,1.109,0.6,-0.1,0.1,25.5,0,96710
3.530,0,-0.043,0.021,1.109,0.6,-0.1,0.1,25.5,0,96720
3.532,0,-0.043,0.021,1.109,0.6,-0.1,0.1,25.5,0,96730
3.534,0,-0.043,0.021,1.109,0.6,-0.1,0.1,25.5,0,96740
3.535,0,-0.043,0.021,1.109,0.6,-0.1,0.1,25.5,0,96750
3.536,0,-0.043,0.021,1.109,0.6,-0.1,0.1,25.5,0,96760
3.538,0,-0.043,0.021,1.109,0.6,-0.1,0.1,25.5,0,96770
3.540,0,-0.043,0.021,1.109,0.6,-0.1,0.1,25.5,0,96780
3.542,0,0.045,-0.036,1.103,-0.6,-0.8,-0.9,25.5,0,96792
3.545,0,0.031,-0.042,1.102,-0.5,-0.8,-1.1,25.5,0,96798
3.548,0,0.017,-0.02,1.111,-0.0,-1.0,-1.3,25.5,0,96808
3.550,0,0.006,-0.019,1.102,-0.8,-1.2,-1.8,25.5,0,96818
3.552,0,-0.002,-0.022,1.107,-0.8,-1.5,-1.9,25.5,0,96828
3.554,0,-0.001,-0.016,1.114,-0.6,-1.6,-1.7,25.5,0,96838
3.555,0,-0.037,0.01,1.109,-0.9,-1.7,-1.1,25.5,0,96848
3.558,0,0.0,-0.03,1.098,-2.0,-1.9,-0.1,25.5,0,96858
3.560,0,0.019,-0.036,1.104,-1.5,-2.0,0.5,25.5,0,96868
3.563,0,0.006,-0.019,1.102,-0.6,-2.2,0.5,25.5,0,96878
3.566,0,-0.0,-0.016,1.109,-1.1,-1.9,0.2,25.5,0,96888
3.568,0,-0.007,-0.025,1.106,-0.9,-1.9,-0.5,25.5,0,96898
